name,main_category,image,actual_price
So Good Almond Milk 4L (4X 1000 ml)| Unsweetened | Lactose Free Milk | Gluten Free | Sugar Free | Vegan Milk | Non-Dairy |...,grocery & gourmet foods,https://m.media-amazon.com/images/I/71DOJxZhlGL._AC_UL320_.jpg,1180.0
Tata Tea Premium | Desh Ki Chai | Unique Blend Crafted For Chai Lovers Across India | Black Tea | 500g,grocery & gourmet foods,https://m.media-amazon.com/images/I/61LqrhFL9BL._AC_UL320_.jpg,280.0
"Raw Pressery Coconut Water, 200 ml (Pack of 6)",grocery & gourmet foods,https://m.media-amazon.com/images/I/51E37DBNTyL._AC_UL320_.jpg,360.0
Tata Tea Gold Darjeeling | Fine Long Leaf Authentic Darjeeling Tea | Black Tea | 200g,grocery & gourmet foods,https://m.media-amazon.com/images/I/61A7436HZYL._AC_UL320_.jpg,340.0
"Sprite Lemon-Lime Flavoured Cold Drink | Refreshing Taste | Clear Soft Drink with No Added Colours | Recyclable Can, 300 m...",grocery & gourmet foods,https://m.media-amazon.com/images/I/714W5PH+dmL._AC_UL320_.jpg,240.0
"Urban Platter Canadian Cranberry Juice, 1 Litre (Unsweetened, No Added Sugar, 100% Natural Cranberry Juice, Good for UTI H...",grocery & gourmet foods,https://m.media-amazon.com/images/I/615nCiXTM0L._AC_UL320_.jpg,1500.0
"Girnar Green Tea, Desi Kahwa, 10 Tea Bags, 2.5g Each. Net Wt:- 25g",grocery & gourmet foods,https://m.media-amazon.com/images/I/51xnGCIt1DL._AC_UL320_.jpg,100.0
Chaayos Instant Tea Premix - Low Sugar - Adrak Elaichi Flavour (30 Sachets) | Masala Tea Powder,grocery & gourmet foods,https://m.media-amazon.com/images/I/71EL1IvqWoL._AC_UL320_.jpg,750.0
"Brooke Bond 3 Roses Topstar, 500g",grocery & gourmet foods,https://m.media-amazon.com/images/I/61aQsaqW+iL._AC_UL320_.jpg,390.0
"Mapro Lemon Barley Water, 750ml",grocery & gourmet foods,https://m.media-amazon.com/images/I/61O2YKI4vUL._AC_UL320_.jpg,180.0
"Raw Pressery Juice, Mango, 1 Litre",grocery & gourmet foods,https://m.media-amazon.com/images/I/61J3qiRVcJL._AC_UL320_.jpg,250.0
Girnar Instant Premix Lemongrass Chai (10 Sachets),grocery & gourmet foods,https://m.media-amazon.com/images/I/51SLa-hypTL._AC_UL320_.jpg,150.0
Country Bean Instant Coffee Powder | Hazelnut Flavoured Coffee 50 G,grocery & gourmet foods,https://m.media-amazon.com/images/I/51gCB9nXU0L._AC_UL320_.jpg,325.0
"Pepsi Soft Drink, 750 ml",grocery & gourmet foods,https://m.media-amazon.com/images/I/51pGxfs4w1L._AC_UL320_.jpg,50.0
"Organic India Tulsi Sleep Tea Bags, 25 Tea Bags",grocery & gourmet foods,https://m.media-amazon.com/images/I/61dihZRbZGL._AC_UL320_.jpg,174.0
Tata Tea Agni | Strong chai With 10% Extra Strong Leaves | Black Tea | 250g,grocery & gourmet foods,https://m.media-amazon.com/images/I/61U6HjvfFQL._AC_UL320_.jpg,70.0
